id,data,voto,clube,sexo,idade
28827,2017-02-05,Discorda,SSPCOR,Masculino,29
28828,2017-02-05,Concorda,Palmeiras,Masculino,55
28829,2017-02-05,Concorda,Outro,Masculino,64
28830,2017-02-05,Concorda,Outro,Masculino,51
28831,2017-02-05,Concorda,Outro,Masculino,30
28832,2017-02-05,Concorda,Palmeiras,Masculino,52
28833,2017-02-05,Concorda,Outro,Masculino,22
28834,2017-02-05,Não sabe,Outro,Feminino,23
28835,2017-02-05,Discorda,SSPCOR,Feminino,70
28836,2017-02-05,Concorda,Outro,Masculino,22
28837,2017-02-05,Discorda,SSPCOR,Masculino,56
28838,2017-02-05,Concorda,Outro,Masculino,46
28839,2017-02-05,Não sabe,Outro,Feminino,62
28840,2017-02-05,Concorda,Outro,Masculino,62
28841,2017-02-05,Concorda,Palmeiras,Feminino,85
28842,2017-02-05,Discorda,SSPCOR,Masculino,63
28843,2017-02-05,Concorda,Palmeiras,Feminino,31
28844,2017-02-05,Não sabe,Outro,Feminino,18
28845,2017-02-05,Não sabe,Outro,Feminino,16
28846,2017-02-05,Concorda,Palmeiras,Masculino,38
28847,2017-02-05,Não sabe,Outro,Feminino,37
28848,2017-02-05,Discorda,SSPCOR,Feminino,33
28849,2017-02-05,Concorda,Palmeiras,Masculino,78
28850,2017-02-05,Discorda,SSPCOR,Feminino,29
28851,2017-02-05,Concorda,Palmeiras,Masculino,83
28852,2017-02-05,Discorda,SSPCOR,Feminino,21
28853,2017-02-05,Não sabe,Outro,Feminino,22
28854,2017-02-05,Não sabe,Outro,Feminino,43
28855,2017-02-05,Discorda,SSPCOR,Feminino,43
28856,2017-02-05,Discorda,SSPCOR,Feminino,61
28857,2017-02-05,Discorda,SSPCOR,Feminino,28
28858,2017-02-05,Discorda,SSPCOR,Feminino,82
28859,2017-02-05,Discorda,SSPCOR,Feminino,28
28860,2017-02-05,Concorda,Palmeiras,Masculino,61
28861,2017-02-05,Discorda,SSPCOR,Masculino,78
28862,2017-02-05,Não sabe,SSPCOR,Feminino,22
28863,2017-02-05,Discorda,SSPCOR,Masculino,46
28864,2017-02-05,Concorda,Palmeiras,Masculino,47
28865,2017-02-05,Concorda,Palmeiras,Masculino,67
28866,2017-02-05,Não sabe,Outro,Feminino,34
28867,2017-02-05,Não sabe,Outro,Feminino,63
28868,2017-02-05,Não sabe,Outro,Feminino,56
28869,2017-02-05,Concorda,Outro,Masculino,35
28870,2017-02-05,Concorda,Palmeiras,Feminino,79
28871,2017-02-05,Concorda,Palmeiras,Feminino,56
28872,2017-02-06,Discorda,SSPCOR,Masculino,83
28873,2017-02-06,Concorda,Palmeiras,Masculino,20
28874,2017-02-06,Não sabe,Outro,Feminino,34
28875,2017-02-06,Concorda,Outro,Masculino,74
28876,2017-02-06,Concorda,Palmeiras,Masculino,59
28877,2017-02-06,Concorda,Outro,Masculino,19
28878,2017-02-06,Discorda,SSPCOR,Masculino,76
28879,2017-02-06,Concorda,Outro,Masculino,18
28880,2017-02-06,Não sabe,Outro,Feminino,79
28881,2017-02-06,Discorda,SSPCOR,Masculino,52
28882,2017-02-06,Concorda,Outro,Masculino,24
28883,2017-02-06,Não sabe,Outro,Feminino,62
28884,2017-02-06,Concorda,Palmeiras,Feminino,21
28885,2017-02-06,Não sabe,Outro,Feminino,30
28886,2017-02-06,Discorda,SSPCOR,Feminino,75
28887,2017-02-06,Não sabe,Outro,Feminino,32
28888,2017-02-06,Não sabe,Outro,Feminino,55
28889,2017-02-06,Discorda,SSPCOR,Masculino,52
28890,2017-02-06,Concorda,Outro,Masculino,46
28891,2017-02-06,Discorda,SSPCOR,Masculino,28
28892,2017-02-06,Concorda,Palmeiras,Feminino,26
28893,2017-02-07,Concorda,Outro,Masculino,49
28894,2017-02-07,Discorda,SSPCOR,Masculino,35
28895,2017-02-07,Concorda,SSPCOR,Masculino,85
28896,2017-02-07,Concorda,Outro,Masculino,56
28897,2017-02-07,Não sabe,Outro,Feminino,73
28898,2017-02-07,Não sabe,Outro,Feminino,31
28899,2017-02-07,Concorda,Outro,Masculino,52
28900,2017-02-07,Discorda,SSPCOR,Feminino,39
28901,2017-02-07,Concorda,Palmeiras,Masculino,70
28902,2017-02-07,Concorda,Outro,Masculino,81
28903,2017-02-07,Não sabe,Outro,Feminino,76
28904,2017-02-07,Concorda,Palmeiras,Feminino,58
28905,2017-02-07,Discorda,SSPCOR,Masculino,53
28906,2017-02-07,Discorda,SSPCOR,Feminino,70
28907,2017-02-07,Não sabe,Outro,Feminino,16
28908,2017-02-07,Concorda,Outro,Masculino,35
28909,2017-02-07,Concorda,Palmeiras,Feminino,70
28910,2017-02-07,Não sabe,Outro,Feminino,66
28911,2017-02-07,Discorda,SSPCOR,Masculino,35
28912,2017-02-07,Discorda,SSPCOR,Feminino,50
28913,2017-02-07,Concorda,Outro,Masculino,21
28914,2017-02-07,Concorda,Palmeiras,Feminino,25
28915,2017-02-07,Discorda,SSPCOR,Feminino,78
28916,2017-02-07,Discorda,SSPCOR,Feminino,68
28917,2017-02-07,Não sabe,Outro,Feminino,83
28918,2017-02-07,Não sabe,Outro,Feminino,49
28919,2017-02-07,Concorda,Palmeiras,Feminino,22
28920,2017-02-07,Concorda,Palmeiras,Masculino,30
28921,2017-02-07,Concorda,Palmeiras,Feminino,63
28922,2017-02-07,Discorda,SSPCOR,Masculino,34
28923,2017-02-07,Concorda,Outro,Masculino,43
28924,2017-02-07,Discorda,SSPCOR,Feminino,70
28925,2017-02-07,Discorda,SSPCOR,Feminino,38
28926,2017-02-07,Concorda,Palmeiras,Feminino,76
28927,2017-02-07,Concorda,Outro,Masculino,39
28928,2017-02-07,Não sabe,Outro,Feminino,59
28929,2017-02-07,Discorda,SSPCOR,Masculino,23
28930,2017-02-07,Discorda,SSPCOR,Masculino,56
28931,2017-02-07,Concorda,Outro,Masculino,33
28932,2017-02-07,Concorda,Outro,Masculino,35
28933,2017-02-07,Não sabe,Outro,Feminino,23
28934,2017-02-07,Concorda,Palmeiras,Feminino,19
28935,2017-02-07,Discorda,SSPCOR,Feminino,22
28936,2017-02-07,Concorda,Palmeiras,Masculino,72
28937,2017-02-07,Concorda,Outro,Masculino,35
28938,2017-02-07,Não sabe,Outro,Feminino,28
28939,2017-02-07,Concorda,Palmeiras,Feminino,44
28940,2017-02-07,Discorda,SSPCOR,Masculino,82
28941,2017-02-07,Concorda,Palmeiras,Masculino,55
28942,2017-02-07,Não sabe,Outro,Feminino,41
28943,2017-02-07,Concorda,Palmeiras,Masculino,71
28944,2017-02-07,Não sabe,Outro,Feminino,63
28945,2017-02-07,Não sabe,Outro,Feminino,66
28946,2017-02-07,Não sabe,Outro,Masculino,85
28947,2017-02-07,Discorda,SSPCOR,Masculino,52
28948,2017-02-07,Concorda,Outro,Masculino,49
28949,2017-02-08,Discorda,SSPCOR,Masculino,56
28950,2017-02-08,Não sabe,Outro,Feminino,22
28951,2017-02-08,Concorda,Palmeiras,Masculino,51
28952,2017-02-08,Discorda,SSPCOR,Feminino,51
28953,2017-02-08,Concorda,Palmeiras,Masculino,42
28954,2017-02-08,Concorda,Outro,Masculino,22
28955,2017-02-08,Não sabe,Outro,Feminino,58
28956,2017-02-08,Não sabe,Outro,Feminino,63
28957,2017-02-08,Não sabe,Outro,Feminino,55
28958,2017-02-08,Discorda,SSPCOR,Feminino,77
28959,2017-02-08,Concorda,Outro,Masculino,52
28960,2017-02-08,Concorda,Palmeiras,Masculino,44
28961,2017-02-08,Concorda,Outro,Masculino,53
28962,2017-02-08,Concorda,Outro,Masculino,52
28963,2017-02-08,Discorda,SSPCOR,Feminino,18
28964,2017-02-08,Não sabe,Outro,Feminino,38
28965,2017-02-08,Não sabe,Outro,Feminino,68
28966,2017-02-08,Concorda,Palmeiras,Masculino,66
28967,2017-02-08,Concorda,Palmeiras,Masculino,68
28968,2017-02-08,Discorda,SSPCOR,Masculino,42
28969,2017-02-08,Não sabe,Outro,Masculino,72
28970,2017-02-08,Não sabe,Outro,Feminino,17
28971,2017-02-08,Não sabe,Outro,Feminino,40
28972,2017-02-08,Não sabe,Outro,Masculino,67
28973,2017-02-08,Discorda,SSPCOR,Feminino,45
28974,2017-02-08,Não sabe,Outro,Feminino,75
28975,2017-02-08,Discorda,SSPCOR,Feminino,56
28976,2017-02-08,Concorda,Palmeiras,Masculino,29
28977,2017-02-08,Discorda,SSPCOR,Feminino,59
28978,2017-02-08,Discorda,SSPCOR,Masculino,75
28979,2017-02-08,Concorda,Palmeiras,Feminino,17
28980,2017-02-09,Não sabe,Outro,Feminino,65
28981,2017-02-09,Discorda,SSPCOR,Masculino,28
28982,2017-02-09,Concorda,Palmeiras,Feminino,65
28983,2017-02-09,Não sabe,SSPCOR,Masculino,48
28984,2017-02-09,Não sabe,Outro,Feminino,43
28985,2017-02-09,Concorda,Outro,Masculino,77
28986,2017-02-09,Concorda,Palmeiras,Masculino,33
28987,2017-02-09,Não sabe,Outro,Feminino,37
28988,2017-02-09,Discorda,SSPCOR,Masculino,84
28989,2017-02-09,Concorda,Palmeiras,Feminino,83
28990,2017-02-09,Não sabe,Outro,Masculino,77
28991,2017-02-09,Não sabe,Outro,Feminino,84
28992,2017-02-09,Concorda,Palmeiras,Feminino,37
28993,2017-02-09,Não sabe,Outro,Feminino,60
28994,2017-02-09,Não sabe,Outro,Feminino,66
28995,2017-02-09,Não sabe,Outro,Feminino,39
28996,2017-02-09,Concorda,Palmeiras,Feminino,37
28997,2017-02-09,Discorda,SSPCOR,Masculino,32
28998,2017-02-09,Não sabe,Outro,Masculino,77
28999,2017-02-09,Não sabe,Outro,Feminino,46
29000,2017-02-09,Concorda,Outro,Masculino,51
29001,2017-02-09,Concorda,Palmeiras,Masculino,39
29002,2017-02-09,Concorda,Palmeiras,Masculino,40
29003,2017-02-09,Não sabe,Outro,Feminino,52
29004,2017-02-09,Não sabe,Outro,Feminino,61
29005,2017-02-09,Concorda,Outro,Masculino,59
29006,2017-02-09,Concorda,Outro,Masculino,20
29007,2017-02-09,Concorda,Outro,Masculino,43
29008,2017-02-09,Concorda,Outro,Masculino,25
29009,2017-02-09,Discorda,SSPCOR,Feminino,29
29010,2017-02-09,Discorda,SSPCOR,Feminino,45
29011,2017-02-09,Não sabe,Outro,Feminino,26
29012,2017-02-09,Não sabe,Outro,Feminino,46
29013,2017-02-09,Concorda,Outro,Masculino,22
29014,2017-02-09,Concorda,SSPCOR,Masculino,65
29015,2017-02-09,Não sabe,Outro,Feminino,67
29016,2017-02-09,Concorda,Palmeiras,Masculino,39
29017,2017-02-09,Discorda,SSPCOR,Masculino,28
29018,2017-02-09,Não sabe,Outro,Masculino,74
29019,2017-02-09,Concorda,Palmeiras,Masculino,18
29020,2017-02-09,Discorda,SSPCOR,Feminino,48
29021,2017-02-10,Concorda,Palmeiras,Masculino,69
29022,2017-02-10,Discorda,Outro,Masculino,75
29023,2017-02-10,Concorda,Palmeiras,Feminino,22
29024,2017-02-10,Concorda,Outro,Masculino,30
29025,2017-02-10,Discorda,SSPCOR,Masculino,79
29026,2017-02-10,Concorda,SSPCOR,Feminino,30
29027,2017-02-10,Concorda,Palmeiras,Masculino,62
29028,2017-02-10,Concorda,Palmeiras,Masculino,32
29029,2017-02-10,Concorda,Outro,Masculino,43
29030,2017-02-10,Discorda,SSPCOR,Feminino,46
29031,2017-02-10,Não sabe,Outro,Masculino,76
29032,2017-02-10,Não sabe,Outro,Masculino,75
29033,2017-02-10,Concorda,Palmeiras,Masculino,35
29034,2017-02-10,Discorda,SSPCOR,Masculino,85
29035,2017-02-10,Concorda,Outro,Masculino,60
29036,2017-02-10,Concorda,SSPCOR,Masculino,47
29037,2017-02-10,Concorda,Palmeiras,Feminino,56
29038,2017-02-10,Não sabe,Outro,Feminino,60
29039,2017-02-10,Concorda,Palmeiras,Feminino,49
29040,2017-02-10,Discorda,SSPCOR,Feminino,64
29041,2017-02-10,Discorda,SSPCOR,Masculino,51
29042,2017-02-10,Concorda,Outro,Masculino,37
29043,2017-02-10,Não sabe,Outro,Feminino,57
29044,2017-02-10,Discorda,SSPCOR,Masculino,32
29045,2017-02-10,Não sabe,Outro,Feminino,84
29046,2017-02-10,Não sabe,Outro,Feminino,82
29047,2017-02-10,Discorda,SSPCOR,Feminino,31
29048,2017-02-10,Não sabe,Outro,Feminino,34
29049,2017-02-10,Concorda,Outro,Masculino,49
29050,2017-02-10,Concorda,Palmeiras,Feminino,36
29051,2017-02-10,Concorda,Palmeiras,Feminino,60
29052,2017-02-10,Não sabe,Outro,Feminino,20
29053,2017-02-10,Não sabe,Outro,Feminino,47
29054,2017-02-10,Concorda,Outro,Masculino,64
29055,2017-02-10,Discorda,SSPCOR,Masculino,80
29056,2017-02-10,Concorda,Palmeiras,Feminino,85
29057,2017-02-10,Não sabe,Outro,Feminino,28
29058,2017-02-10,Discorda,SSPCOR,Feminino,35
29059,2017-02-10,Discorda,SSPCOR,Feminino,42
29060,2017-02-10,Não sabe,Outro,Feminino,82
29061,2017-02-10,Não sabe,Outro,Feminino,71
29062,2017-02-11,Discorda,SSPCOR,Feminino,28
29063,2017-02-11,Discorda,SSPCOR,Feminino,35
29064,2017-02-11,Concorda,Palmeiras,Masculino,65
29065,2017-02-11,Concorda,Palmeiras,Feminino,21
29066,2017-02-11,Discorda,Outro,Masculino,70
29067,2017-02-11,Não sabe,Outro,Feminino,22
29068,2017-02-11,Não sabe,Outro,Feminino,84
29069,2017-02-11,Concorda,Palmeiras,Feminino,77
29070,2017-02-11,Concorda,Outro,Masculino,57
29071,2017-02-11,Não sabe,Outro,Feminino,66
29072,2017-02-11,Não sabe,Outro,Feminino,62
29073,2017-02-11,Concorda,Palmeiras,Feminino,57
29074,2017-02-11,Discorda,SSPCOR,Masculino,22
29075,2017-02-11,Concorda,Outro,Masculino,84
29076,2017-02-11,Concorda,Palmeiras,Feminino,35
29077,2017-02-11,Concorda,Palmeiras,Feminino,53
29078,2017-02-11,Não sabe,Outro,Feminino,49
29079,2017-02-11,Concorda,Palmeiras,Masculino,43
29080,2017-02-11,Concorda,Palmeiras,Feminino,20
29081,2017-02-11,Concorda,Palmeiras,Masculino,80
29082,2017-02-11,Discorda,SSPCOR,Feminino,60
29083,2017-02-11,Concorda,Palmeiras,Feminino,47
29084,2017-02-11,Concorda,Outro,Masculino,64
29085,2017-02-11,Concorda,Palmeiras,Feminino,69
29086,2017-02-11,Concorda,Outro,Masculino,45
29087,2017-02-11,Concorda,Outro,Masculino,34
29088,2017-02-11,Não sabe,Outro,Feminino,40
29089,2017-02-11,Discorda,SSPCOR,Feminino,25
29090,2017-02-11,Concorda,Palmeiras,Masculino,43
29091,2017-02-11,Concorda,Outro,Masculino,23
29092,2017-02-11,Não sabe,Outro,Feminino,75
29093,2017-02-12,Concorda,Outro,Masculino,29
29094,2017-02-12,Discorda,SSPCOR,Masculino,20
29095,2017-02-12,Discorda,SSPCOR,Feminino,67
29096,2017-02-12,Discorda,SSPCOR,Feminino,35
29097,2017-02-12,Concorda,Outro,Masculino,83
29098,2017-02-12,Não sabe,Outro,Feminino,61
29099,2017-02-12,Não sabe,Outro,Feminino,22
29100,2017-02-12,Concorda,Palmeiras,Masculino,68
29101,2017-02-12,Não sabe,Outro,Feminino,41
29102,2017-02-12,Não sabe,Outro,Feminino,23
29103,2017-02-12,Concorda,Outro,Masculino,58
29104,2017-02-12,Não sabe,Outro,Feminino,56
29105,2017-02-12,Não sabe,Outro,Feminino,21
29106,2017-02-12,Concorda,Palmeiras,Feminino,54
29107,2017-02-12,Concorda,Palmeiras,Masculino,71
29108,2017-02-12,Concorda,Outro,Masculino,21
29109,2017-02-12,Não sabe,Outro,Feminino,60
29110,2017-02-12,Concorda,Palmeiras,Masculino,26
29111,2017-02-12,Não sabe,Outro,Feminino,77
29112,2017-02-12,Discorda,SSPCOR,Masculino,37
29113,2017-02-12,Concorda,Outro,Masculino,19
29114,2017-02-13,Discorda,SSPCOR,Masculino,67
29115,2017-02-13,Não sabe,Outro,Feminino,19
29116,2017-02-13,Não sabe,Outro,Masculino,67
29117,2017-02-13,Discorda,SSPCOR,Feminino,46
29118,2017-02-13,Não sabe,Outro,Feminino,81
29119,2017-02-13,Concorda,Palmeiras,Feminino,60
29120,2017-02-13,Concorda,Palmeiras,Masculino,51
29121,2017-02-13,Concorda,Outro,Masculino,36
29122,2017-02-13,Discorda,SSPCOR,Feminino,40
29123,2017-02-13,Não sabe,Outro,Feminino,20
29124,2017-02-13,Discorda,SSPCOR,Feminino,82
29125,2017-02-13,Concorda,Outro,Masculino,60
29126,2017-02-13,Concorda,Palmeiras,Feminino,56
29127,2017-02-13,Não sabe,Outro,Masculino,82
29128,2017-02-13,Concorda,Palmeiras,Feminino,69
29129,2017-02-13,Concorda,Palmeiras,Masculino,69
29130,2017-02-13,Discorda,Outro,Masculino,83
29131,2017-02-13,Discorda,SSPCOR,Masculino,63
29132,2017-02-13,Concorda,Palmeiras,Feminino,24
29133,2017-02-13,Concorda,SSPCOR,Feminino,44
29134,2017-02-13,Concorda,Palmeiras,Masculino,46
29135,2017-02-14,Discorda,SSPCOR,Feminino,53
29136,2017-02-14,Discorda,SSPCOR,Masculino,78
29137,2017-02-14,Concorda,Outro,Masculino,46
29138,2017-02-14,Discorda,SSPCOR,Masculino,62
29139,2017-02-14,Concorda,Outro,Masculino,22
29140,2017-02-14,Discorda,SSPCOR,Feminino,21
29141,2017-02-14,Concorda,Palmeiras,Feminino,31
29142,2017-02-14,Não sabe,Outro,Masculino,83
29143,2017-02-14,Não sabe,Outro,Feminino,68
29144,2017-02-14,Discorda,SSPCOR,Feminino,17
29145,2017-02-14,Discorda,SSPCOR,Feminino,24
29146,2017-02-14,Discorda,SSPCOR,Masculino,23
29147,2017-02-14,Concorda,Palmeiras,Masculino,71
29148,2017-02-14,Concorda,Outro,Masculino,70
29149,2017-02-14,Não sabe,Outro,Feminino,52
29150,2017-02-14,Concorda,Palmeiras,Masculino,25
29151,2017-02-14,Não sabe,Outro,Feminino,62
29152,2017-02-14,Concorda,Palmeiras,Masculino,27
29153,2017-02-14,Concorda,Outro,Masculino,64
29154,2017-02-14,Concorda,Palmeiras,Feminino,41
29155,2017-02-14,Não sabe,SSPCOR,Masculino,18
29156,2017-02-14,Discorda,SSPCOR,Feminino,34
29157,2017-02-14,Discorda,SSPCOR,Masculino,29
29158,2017-02-14,Discorda,SSPCOR,Feminino,80
29159,2017-02-14,Concorda,Palmeiras,Masculino,68
29160,2017-02-14,Não sabe,Outro,Feminino,47
29161,2017-02-14,Concorda,Palmeiras,Feminino,82
29162,2017-02-14,Concorda,Palmeiras,Masculino,83
29163,2017-02-14,Discorda,SSPCOR,Masculino,40
29164,2017-02-14,Discorda,SSPCOR,Masculino,24
29165,2017-02-14,Não sabe,Outro,Feminino,47
29166,2017-02-14,Discorda,SSPCOR,Feminino,52
29167,2017-02-14,Não sabe,Outro,Feminino,18
29168,2017-02-14,Discorda,SSPCOR,Masculino,47
29169,2017-02-14,Discorda,SSPCOR,Feminino,62
29170,2017-02-14,Discorda,SSPCOR,Masculino,37
29171,2017-02-14,Discorda,SSPCOR,Masculino,33
29172,2017-02-14,Concorda,Palmeiras,Masculino,54
29173,2017-02-14,Concorda,Outro,Masculino,85
29174,2017-02-14,Discorda,SSPCOR,Masculino,72
29175,2017-02-14,Concorda,Palmeiras,Feminino,43
29176,2017-02-14,Concorda,Palmeiras,Feminino,50
29177,2017-02-14,Concorda,Outro,Masculino,54
29178,2017-02-14,Discorda,SSPCOR,Masculino,31
29179,2017-02-14,Concorda,Palmeiras,Masculino,49
29180,2017-02-14,Não sabe,Outro,Feminino,38
29181,2017-02-14,Não sabe,Outro,Feminino,84
29182,2017-02-14,Discorda,SSPCOR,Feminino,46
29183,2017-02-14,Não sabe,SSPCOR,Feminino,54
29184,2017-02-14,Discorda,SSPCOR,Feminino,54
29185,2017-02-14,Discorda,SSPCOR,Feminino,68
29186,2017-02-14,Não sabe,Outro,Feminino,51
29187,2017-02-14,Discorda,SSPCOR,Masculino,23
29188,2017-02-14,Não sabe,Outro,Feminino,49
29189,2017-02-14,Discorda,SSPCOR,Feminino,41
29190,2017-02-14,Não sabe,Outro,Feminino,57
29191,2017-02-15,Discorda,SSPCOR,Feminino,29
29192,2017-02-15,Não sabe,Outro,Feminino,64
29193,2017-02-15,Não sabe,Outro,Feminino,23
29194,2017-02-15,Concorda,Outro,Masculino,31
29195,2017-02-15,Concorda,Outro,Masculino,65
29196,2017-02-15,Concorda,Outro,Masculino,16
29197,2017-02-15,Não sabe,Palmeiras,Masculino,51
29198,2017-02-15,Concorda,Outro,Masculino,44
29199,2017-02-15,Discorda,Outro,Masculino,85
29200,2017-02-15,Não sabe,Outro,Feminino,62
29201,2017-02-15,Discorda,SSPCOR,Masculino,60
29202,2017-02-15,Concorda,Palmeiras,Feminino,58
29203,2017-02-15,Concorda,Palmeiras,Feminino,23
29204,2017-02-15,Discorda,SSPCOR,Masculino,21
29205,2017-02-15,Discorda,SSPCOR,Feminino,50
29206,2017-02-15,Concorda,Outro,Masculino,46
29207,2017-02-15,Não sabe,Outro,Masculino,67
29208,2017-02-15,Discorda,SSPCOR,Feminino,35
29209,2017-02-15,Concorda,Palmeiras,Feminino,44
29210,2017-02-15,Discorda,SSPCOR,Masculino,65
29211,2017-02-15,Não sabe,Outro,Feminino,57
29212,2017-02-15,Concorda,SSPCOR,Feminino,66
29213,2017-02-15,Concorda,Outro,Masculino,62
29214,2017-02-15,Não sabe,Outro,Feminino,29
29215,2017-02-15,Não sabe,Outro,Feminino,43
29216,2017-02-15,Concorda,Outro,Masculino,41
29217,2017-02-15,Concorda,Palmeiras,Feminino,35
29218,2017-02-15,Não sabe,Outro,Feminino,39
29219,2017-02-15,Concorda,Palmeiras,Feminino,22
29220,2017-02-15,Concorda,Palmeiras,Masculino,81
29221,2017-02-15,Concorda,Palmeiras,Masculino,52
29222,2017-02-15,Concorda,Outro,Masculino,54
29223,2017-02-15,Discorda,Palmeiras,Feminino,25
29224,2017-02-15,Concorda,Palmeiras,Feminino,20
29225,2017-02-15,Discorda,SSPCOR,Feminino,28
29226,2017-02-15,Discorda,SSPCOR,Feminino,79
29227,2017-02-15,Concorda,Palmeiras,Masculino,30
29228,2017-02-15,Discorda,SSPCOR,Masculino,42
29229,2017-02-15,Discorda,SSPCOR,Masculino,32
29230,2017-02-15,Concorda,Outro,Masculino,54
29231,2017-02-15,Concorda,Outro,Masculino,54
29232,2017-02-15,Concorda,Palmeiras,Masculino,85
29233,2017-02-15,Discorda,SSPCOR,Masculino,31
29234,2017-02-15,Concorda,Palmeiras,Masculino,52
29235,2017-02-15,Concorda,Palmeiras,Feminino,22
29236,2017-02-15,Concorda,Palmeiras,Feminino,16
29237,2017-02-15,Concorda,Outro,Masculino,33
29238,2017-02-15,Concorda,Outro,Masculino,18
29239,2017-02-15,Discorda,SSPCOR,Feminino,29
29240,2017-02-15,Concorda,Palmeiras,Masculino,35
29241,2017-02-15,Concorda,Palmeiras,Feminino,25
29242,2017-02-15,Discorda,SSPCOR,Feminino,45
29243,2017-02-15,Concorda,Outro,Masculino,78
29244,2017-02-15,Discorda,SSPCOR,Masculino,53
29245,2017-02-15,Discorda,SSPCOR,Masculino,65
29246,2017-02-15,Não sabe,Outro,Feminino,52
29247,2017-02-16,Não sabe,Outro,Feminino,26
29248,2017-02-16,Concorda,Palmeiras,Masculino,64
29249,2017-02-16,Concorda,Palmeiras,Masculino,25
29250,2017-02-16,Não sabe,Outro,Feminino,78
29251,2017-02-16,Concorda,Palmeiras,Feminino,78
29252,2017-02-16,Concorda,Outro,Masculino,35
29253,2017-02-16,Não sabe,Outro,Feminino,71
29254,2017-02-16,Discorda,SSPCOR,Masculino,42
29255,2017-02-16,Não sabe,Outro,Feminino,80
29256,2017-02-16,Discorda,SSPCOR,Feminino,70
29257,2017-02-16,Discorda,SSPCOR,Feminino,27
29258,2017-02-16,Não sabe,Outro,Feminino,43
29259,2017-02-16,Concorda,Outro,Masculino,53
29260,2017-02-16,Discorda,SSPCOR,Feminino,46
29261,2017-02-16,Concorda,Palmeiras,Feminino,57
29262,2017-02-16,Não sabe,Outro,Feminino,54
29263,2017-02-16,Concorda,Palmeiras,Masculino,61
29264,2017-02-16,Não sabe,Outro,Feminino,79
29265,2017-02-16,Concorda,Outro,Masculino,43
29266,2017-02-16,Concorda,Outro,Masculino,43
29267,2017-02-16,Discorda,SSPCOR,Feminino,44
29268,2017-02-16,Não sabe,Outro,Feminino,60
29269,2017-02-16,Concorda,Palmeiras,Feminino,35
29270,2017-02-16,Discorda,SSPCOR,Feminino,70
29271,2017-02-16,Discorda,SSPCOR,Masculino,16
29272,2017-02-16,Não sabe,Outro,Feminino,25
29273,2017-02-16,Discorda,SSPCOR,Feminino,27
29274,2017-02-16,Discorda,SSPCOR,Masculino,61
29275,2017-02-16,Não sabe,Palmeiras,Masculino,43
29276,2017-02-16,Discorda,SSPCOR,Masculino,68
29277,2017-02-16,Não sabe,Outro,Feminino,80
29278,2017-02-16,Concorda,Outro,Masculino,29
29279,2017-02-16,Concorda,Palmeiras,Masculino,65
29280,2017-02-16,Discorda,SSPCOR,Feminino,76
29281,2017-02-16,Concorda,SSPCOR,Masculino,74
29282,2017-02-16,Não sabe,Outro,Feminino,35
29283,2017-02-16,Concorda,Palmeiras,Masculino,54
29284,2017-02-16,Discorda,SSPCOR,Masculino,16
29285,2017-02-16,Discorda,SSPCOR,Masculino,74
29286,2017-02-16,Concorda,Palmeiras,Masculino,17
29287,2017-02-16,Discorda,SSPCOR,Masculino,80
29288,2017-02-16,Não sabe,Outro,Feminino,64
29289,2017-02-16,Discorda,Outro,Masculino,78
29290,2017-02-16,Não sabe,Outro,Feminino,63
29291,2017-02-16,Não sabe,Outro,Feminino,79
29292,2017-02-16,Não sabe,Outro,Feminino,72
29293,2017-02-16,Não sabe,Outro,Feminino,63
29294,2017-02-16,Discorda,SSPCOR,Masculino,56
29295,2017-02-16,Não sabe,Outro,Feminino,60
29296,2017-02-16,Não sabe,SSPCOR,Feminino,28
29297,2017-02-16,Não sabe,Outro,Feminino,59
29298,2017-02-17,Concorda,Palmeiras,Masculino,76
29299,2017-02-17,Não sabe,Outro,Feminino,38
29300,2017-02-17,Não sabe,Outro,Feminino,60
29301,2017-02-17,Discorda,SSPCOR,Feminino,75
29302,2017-02-17,Concorda,Palmeiras,Masculino,84
29303,2017-02-17,Não sabe,Outro,Feminino,53
29304,2017-02-17,Concorda,Palmeiras,Masculino,73
29305,2017-02-17,Concorda,Palmeiras,Feminino,76
29306,2017-02-17,Concorda,Palmeiras,Masculino,40
29307,2017-02-17,Concorda,Outro,Masculino,24
29308,2017-02-17,Não sabe,Outro,Feminino,31
29309,2017-02-17,Discorda,SSPCOR,Feminino,70
29310,2017-02-17,Discorda,SSPCOR,Feminino,17
29311,2017-02-17,Discorda,SSPCOR,Masculino,63
29312,2017-02-17,Discorda,Outro,Masculino,82
29313,2017-02-17,Concorda,Palmeiras,Masculino,74
29314,2017-02-17,Concorda,Palmeiras,Feminino,40
29315,2017-02-17,Concorda,Palmeiras,Feminino,31
29316,2017-02-17,Concorda,Palmeiras,Masculino,18
29317,2017-02-17,Concorda,Palmeiras,Feminino,16
29318,2017-02-17,Concorda,Palmeiras,Feminino,47
29319,2017-02-17,Concorda,Palmeiras,Masculino,69
29320,2017-02-17,Discorda,SSPCOR,Feminino,78
29321,2017-02-17,Concorda,Palmeiras,Feminino,77
29322,2017-02-17,Concorda,Palmeiras,Masculino,20
29323,2017-02-17,Concorda,Outro,Masculino,76
29324,2017-02-17,Concorda,Outro,Masculino,18
29325,2017-02-17,Concorda,Outro,Masculino,83
29326,2017-02-17,Discorda,SSPCOR,Masculino,73
